code,name,abbreviation,domain,n_items,license,url,citation,repository,languages,n_dimensions,has_scoring,checked_content,checked_output,checked_scoring,notes
PX661501,Perception of Recovery Orientation and Care Quality of Mental Health Services - Administrator,PX661501,Mental Health,36,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/661501,"McLoughlin, K. A., & Fitzpatrick, J. J. (2008). Self-reports of recovery-oriented practices of mental health nurses in state mental health institutes: Development of a measure. Issues in Mental Health Nursing, 29 (10), 1051-1065. McLoughlin, K. A., Du Wick, A., Collazzi, C. M., & Puntil, C. (2013). Recovery-oriented practices of psychiatric-mental health nursing staff in an acute hospital setting. Journal of the American Psychiatric Nurses Association, 19 (3), 152-159. Ye, S., Pan, J. Y., Wong, D. F. K., & Bola, J. R. (2013). Cross-validation of mental health recovery measures in a Hong Kong Chinese sample. Research on Social Work Practice, 23 , 311-325. [PhenX: https://www.phenxtoolkit.org/protocols/view/661501]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX661502,Perception of Recovery Orientation and Care Quality of Mental Health Services - Family Member,PX661502,Mental Health,40,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/661502,"McLoughlin, K. A., & Fitzpatrick, J. J. (2008). Self-reports of recovery-oriented practices of mental health nurses in state mental health institutes: Development of a measure. Issues in Mental Health Nursing, 29 (10), 1051-1065. McLoughlin, K. A., Du Wick, A., Collazzi, C. M., & Puntil, C. (2013). Recovery-oriented practices of psychiatric-mental health nursing staff in an acute hospital setting. Journal of the American Psychiatric Nurses Association, 19 (3), 152-159. Ye, S., Pan, J. Y., Wong, D. F. K., & Bola, J. R. (2013). Cross-validation of mental health recovery measures in a Hong Kong Chinese sample. Research on Social Work Practice, 23 , 311-325. [PhenX: https://www.phenxtoolkit.org/protocols/view/661502]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX661503,Perception of Recovery Orientation and Care Quality of Mental Health Services - Patient Version,PX661503,Mental Health,32,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/661503,"McLoughlin, K. A., & Fitzpatrick, J. J. (2008). Self-reports of recovery-oriented practices of mental health nurses in state mental health institutes: Development of a measure. Issues in Mental Health Nursing, 29 (10), 1051-1065. McLoughlin, K. A., Du Wick, A., Collazzi, C. M., & Puntil, C. (2013). Recovery- oriented practices of psychiatric-mental health nursing staff in an acute hospital setting. Journal of the American Psychiatric Nurses Association, 19 (3), 152- 159. Ye, S., Pan, J. Y., Wong, D. F. K., & Bola, J. R. (2013). Cross-validation of mental health recovery measures in a Hong Kong Chinese sample. Research on Social Work Practice, 23 , 311-325. [PhenX: https://www.phenxtoolkit.org/protocols/view/661503]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX661504,Perception of Recovery Orientation and Care Quality of Mental Health Services - Provider Version,PX661504,Mental Health,32,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/661504,"McLoughlin, K. A., & Fitzpatrick, J. J. (2008). Self-reports of recovery-oriented practices of mental health nurses in state mental health institutes: Development of a measure. Issues in Mental Health Nursing, 29 (10), 1051-1065. McLoughlin, K. A., Du Wick, A., Collazzi, C. M., & Puntil, C. (2013). Recovery- oriented practices of psychiatric-mental health nursing staff in an acute hospital setting. Journal of the American Psychiatric Nurses Association, 19 (3), 152- 159. Ye, S., Pan, J. Y., Wong, D. F. K., & Bola, J. R. (2013). Cross-validation of mental health recovery measures in a Hong Kong Chinese sample. Research on Social Work Practice, 23 , 311-325. [PhenX: https://www.phenxtoolkit.org/protocols/view/661504]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX661701,Multi-dimensional Assessment of Antipsychotic Medication Side Effects,PX661701,Mental Health,26,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/661701,"Day, J. C., Wood, G., Dewey, M., & Bentall, R. P. (1995). A self-rating scale for measuring neuroleptic side-effects. Validation in a group of schizophrenic patients. British Journal of Psychiatry , 166, 650-653. Lambert, M., Conus, P., Eide, P., Mass, R., Karow, A., Moritz, S., Golks, D., & Naber, D. (2004). Impact of present and past antipsychotic side effects on attitude toward typical antipsychotic treatment and adherence. European Psychiatry, 19, 415-422. [PhenX: https://www.phenxtoolkit.org/protocols/view/661701]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX662001,Family Expressed Emotion Toward Relatives with Psychosis and Schizophrenia,PX662001,Mental Health,20,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/662001,"Fredman, S. J., Baucom, D. H., Boeding, S. E., & Miklowitz, D. J. (2015). Relatives’ emotional involvement moderates the effects of family therapy for bipolar disorder. Journal of Consulting and Clinical Psychology, 83 (1), 81-91. McCann, T. V., Lubman, D. I., Cotton, S. M., Murphy, B., Crisp, K., Catania, L., Marck, C., & Gleeson, J. F. (2013). A randomized controlled trial of bibliotherapy for careers of young people with first-episode psychosis. Schizophrenia Bulletin, 39 (6), 1307-1317. [PhenX: https://www.phenxtoolkit.org/protocols/view/662001]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX662102,Family Functioning - Systematic Clinical Outcome Routine Evaluation,PX662102,Mental Health,15,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/662102,"Cahill, P., O’Reilly, K., Carr, A., Dooley, B., & Stratton, P. (2010). Validation of a 28-item version of the systemic clinical outcome and routine evaluation in an Irish context: The SCORE-28. Journal of Family Therapy , 32, 210-231. Stratton, P., Bland, J., Janes, E., & Lask, J. (2010). Developing a practicable outcome measure for systemic family therapy: The SCORE. Journal of Family Therapy, 32, 232-258. Stratton, P. (2016). SCORE-15 Index of Family Functioning and Change. Warrington, Cheshire, UK: Association for Family Therapy. Available at http://www.aft.org.uk/view/score.html [PhenX: https://www.phenxtoolkit.org/protocols/view/662102]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX662201,Family Burden of Mental Illness,PX662201,Mental Health,19,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/662201,"Guada, J., Land, H., & Han, J. (2011). An exploratory factor analysis of the Burden Assessment Scale with a sample of African- American families. Community Mental Health Journal , 47(2), 233-242. Ivarsson, A.-B., Sidenvall, B., & Carlsson, M. (2004). The factor structure of the Burden Assessment Scale and the perceived burden of caregivers for individuals with severe mental disorders. Scandinavian Journal of Caring Sciences, 18 (4), 396-401. Murdoch, D.D., Rahman, A., Barsky, V., Maunula, S., Cawthorpe, D. (2014). The use of the Burden Assessment Scale with families of a pediatric population. Community Mental Health Journal , 50(6): 703-710. [PhenX: https://www.phenxtoolkit.org/protocols/view/662201]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX662301,Shared Decision Making in Clinical Encounters,PX662301,Mental Health,3,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/662301,"Barr, P. J., Thompson, R., Walsh, T., Grande, S. W., Ozanne, E. M., & Elwyn, G. (2014). The psychometric properties of CollaboRATE: A fast and frugal patient-reported measure of the shared decision-making process. Journal of Medical Internet Research, 16 (1): e32. Coulter, A., Edwards, A., Elwyn, G., & Thomson, R. (2011). Implementing shared decision making in the UK. Zeitschrit für Evidenz, Fortbildung und Qualität Gesundheitswesen, 105 (4), 300-304. doi:10.1016/j.zefq.2011.04.014 Edgman-Levitan, S., & Barry, M. J. (2012). Shared decision making-pinnacle of patient-centered care. New England Journal of Medicine, 366 (9), 780-781. doi:10.1056/NEJMp1109283 [PhenX: https://www.phenxtoolkit.org/protocols/view/662301]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX710502,Motivation to Quit - Multiple Item,PX710502,Substance Use,20,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/710502,"Curry, S. J., Grothaus, L. C., & McBride, C. M. (1997). Reasons for quitting: Intrinsic and extrinsic motivation for smoking cessation in a population-based sample of smokers. Addictive Behaviors, 22 (6), 727-739. Curry, S. J., McBride, C. M., Grothaus, L. C., Lando, H. A., & Pirie, P. L. (2001). Motivation for smoking cessation among pregnant women. Psychology of Addictive Behaviors, 15 (2), 126-132. Curry, S. J., McBride, C., Grothaus, L. C., Louie, D., & Wagner, E. (1995). A randomized trial of self-help materials, personalized feedback and telephone counseling with non-volunteer smokers. Journal of Consulting and Clinical Psychology, 63 (6), 1005-1014. Curry, S., Wagner, E. H., & Grothaus, L. C. (1991). Evaluation of intrinsic and extrinsic motivation interventions with a self-help smoking cessation program. Journal of Consulting and Clinical Psychology, 59 (2), 318-324. Downey, L., Rosengren, D. B., & Donovan, D. M. (2001). Sources of motivation for abstinence: A replication analysis of the Reasons for Quitting Questionnaire. Addictive Behaviors, 26 , 79-89. Hefler, M., Durkin, S.J., Cohen, J.E., Henriksen, L., OConnor, R., Barnoya, J., Hill, S.E. and Malone, R.E., 2023. New policy of people-first language to replace ‘smoker’, ‘vaper’, ‘ tobacco user’ and other behaviour-based labels. Tobacco control, 32(2), pp.133-134. McBride, C. M., Curry, S. J., Stephens, R., Wells, E. A., Roffman, R., & Hawkins, J. D. (1994). Intrinsic and extrinsic motivation for change in cigarette smokers, marijuana smokers and cocaine users. Psychology of Addictive Behaviors, 8 (4), 243-250. Myers, M. G., & MacPherson, L. (2008). Adolescent reasons for smoking: Initial psychometric evaluation. Psychology of Addictive Behaviors, 22 , 129-134. Downey L, Rosengren DB, Donovan DM. Sources of motivation for abstinence: a replication analysis of the reasons for quitting questionnaire. Addict Behav. 2001 Jan-Feb;26(1):79-89. doi: 10.1016/s0306-4603(00)00090-3. [PhenX: https://www.phenxtoolkit.org/protocols/view/710502]",phenx,en,0,no,0,0,0,Excluded from manifest
PX710801,Multigroup Ethnic Identity,PX710801,Substance Use,13,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/710801,"Erikson, E. (1968). Identity: Youth and crisis . New York: Norton. Phinney, J. S. (1992). The Multigroup Ethnic Identity Measure: A new scale for use with diverse groups. Journal of Adolescent Research, 7, 156-176. Phinney, J. S. (1993). A three-stage model of ethnic identity development in adolescence. In M. E. Bernal & G. P. Knight (Eds.), Ethnic identity: Formation and transmission among Hispanics and other minorities (pp. 61-79). Albany, NY: SUNY Press. Phinney, J. S. (1996). When we talk about American ethnic groups, what do we mean? American Psychologist, 51, 918-927. Phinney, J., DuPont, S., Espinosa, C., Revill, J., & Sanders, K. (1994). Ethnic identity and American identification among ethnic minority adolescents. In A. Bouvy, F. van de Vijver, P. Boski, & P. Schmitz (Eds.), Journeys into cross-cultural psychology (pp. 167-183). The Netherlands: Swets & Zeitlinger. Phinney, J. S. (2006). Ethnic identity exploration in emerging adulthood. In J. J. Arnett & J. L. Tanner (Eds.), Emerging adults in America: Coming of age in the 21 st century (pp. 117-134). Washington, DC: American Psychological Association. Roberts, R., Phinney, J., Masse, L., Chen, Y., Roberts, C., & Romero, A. (1999). The structure of ethnic identity in young adolescents from diverse ethnocultural groups. Journal of Early Adolescence, 19 , 301-322. Ruble, D. N., Alvarez, J., Bachman, M., Cameron, J., Fuligni, A., Garcia Coll, C., & Rhee, E. (2004). The development of a sense of ""we"": The emergence and implications of children’s collective identity. In M. Bennett & F. Sani (Eds.), The development of the social self (pp. 29-76). New York: Psychology Press. [PhenX: https://www.phenxtoolkit.org/protocols/view/710801]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX741402,Use of Tobacco Products,PX741402,Substance Use,92,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/741402,"National Institutes of Health, U.S. Food and Drug Administration. (2023). Population Assessment of Tobacco and Health (PATH) Study: Final Adult Interview, Wave 7 (January 2022 – December 2022), English Data Collection Instrument. Bethesda, MD: National Institutes of Health. [ https://www.icpsr.umich.edu/files/NAHDAP/pathstudy/Final%20PATH%20Wave%207%20English%20Adult%20Questionnaire.pdf ] [PhenX: https://www.phenxtoolkit.org/protocols/view/741402]",phenx,en,0,no,0,0,0,Excluded from manifest
PX750101,Aided and Confirmed Awareness of Televised Anti-tobacco Advertisements,PX750101,Substance Use,2,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/750101,"Sly, D., et al. The Florida ""truth"" anti-tobacco media evaluation: Design, first-year results, and implications for planning future state media evaluations. TOB CONTROL, 2001. As implemented in: PhenX Toolkit. Aided and Confirmed Awareness of Televised Anti-tobacco Advertisements. https://www.phenxtoolkit.org/protocols/view/750101",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX751402,Worksite Policies,PX751402,Substance Use,10,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/751402,"Hefler, M., Durkin, S.J., Cohen, J.E., Henriksen, L., OConnor, R., Barnoya, J., Hill, S.E. and Malone, R.E., 2023. New policy of people-first language to replace ‘smoker’, ‘vaper’, ‘ tobacco user’ and other behaviour-based labels. Tobacco control, 32(2), pp.133-134. Unger JB, Chaloupka FJ, Vallone D, Thrasher JF, Nettles DS, Hendershot TP, Swan GE. PhenX: environment measures for tobacco regulatory research. Tobacco Control. 2020 Jan;29(Suppl 1):s35. [PhenX: https://www.phenxtoolkit.org/protocols/view/751402]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX751601,"Self-reported Exposure to E-cigarettes and Other Tobacco Products on the Internet, Newspapers and Magazines, Physical Stores, TV/Streaming/Movies, and Social Media",PX751601,Substance Use,18,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/751601,"Hefler, M., Durkin, S. J., Cohen, J. E., Henriksen, L., OConnor, R., Barnoya, J., Hill, S. E., & Malone, R. E. (2023). New policy of people-first language to replace smoker, vaper tobacco user and other behaviour-based labels. Tobacco control, 32 (2), 133?134. https://doi.org/10.1136/tc-2023-057950 Unger, J. B., Chaloupka, F. J., Vallone, D., Thrasher, J. F., Nettles, D. S., Hendershot, T. P., Swan, G. E., & PhenX TRR Environment Working Group (2020). PhenX: Environment measures for Tobacco Regulatory Research. Tobacco control, 29 (Suppl 1), s35?s42. https://doi.org/10.1136/tobaccocontrol-2018-054469 Margolis, K. A., Donaldson, E. A., Portnoy, D. B., Robinson, J., Neff, L. J., & Jamal, A. (2018). E-cigarette openness, curiosity, harm perceptions and advertising exposure among U.S. middle and high school students. Preventive medicine, 112 , 119?125. https://doi.org/10.1016/j.ypmed.2018.04.017 Stevens, E. M., H?bert, E. T., Keller-Hamilton, B., Frank-Pearce, S. G., Tackett, A. P., Leshner, G., & Wagener, T. L. (2021). Associations Between Exposure to The Real Cost Campaign, Pro-Tobacco Advertisements, and Tobacco Use Among Youth in the U.S. American journal of preventive medicine, 60 (5), 706?710. https://doi.org/10.1016/j.amepre.2020.11.006 [PhenX: https://www.phenxtoolkit.org/protocols/view/751601]",phenx,en,0,no,0,0,0,Excluded from manifest
